1,"在一正方形花池的4周栽了44棵柳树,每两棵柳树之间的间隔是20米,这个正方形的周长是多少米?",880
2,"镇海雅乐学校二年级的小朋友到一条小路的一边植树.小朋友们每隔2米种一棵树(马路两头都种了树),最后发现一共种了11棵,这条小路长多少米.",20
3,"工人叔叔在公路的一侧从头到尾每隔80米立一根电线杆,刚好立了9根.你知道这段公路长多少米?",640
4,"大庆路上每隔40米就有一盏路灯,吴婷从某一盏路灯开始沿大庆路出发,她走了360米以后停在一盏路灯下,她停在第多少盏路灯下.",10
5,"马路的一边原来每隔14米装一支木电杆,共装了56支,现在换成水泥电杆,每隔35米装一根即可,只装多少根就行.",23
6,"有58辆彩车排成一列,每辆彩车长4米,彩车之间相隔5米,这列彩车队共长多少米?",517
7,"学校举行动手能力大赛,其中有一项给绳子打结的比赛,在一条长20米的绳子上,每隔2米打一个结,两端不打结,一共应打多少个结.",9
8,"一条马路长120米,从一头开始种树苗,每隔8米栽一棵,一共栽多少棵树?",16
9,"在一个周长是42米的圆形花园周围,每隔2米放一盆花,一共可放多少盆花?",21
10,"运动会上4年(2)班48名运动员出场时,排成4列纵队,前后相邻两人间隔为1米,每列队伍长多少米.",11
11,"同学们沿笔直的操场一侧插彩旗,每隔4米插一面,一共插了26面,从第1面彩旗到最后一面的距离有多少米.",100
12,"在圆形操场的4周每隔3米插上彩旗,共插上80面,这个圆形操场的周长=多少米.",240
13,"在一段公路上,从起点到终点每隔5千米设一块指示牌.这段路上共有6块指示牌.这段路总长多少千米?",25
14,"有一些同学站成一行,间隔2米.王强前面有4人,后面有5人,这条队伍长多少.",18
15,"两座楼房之间相隔60米,每隔3米栽一棵玉兰花(栽一排,两端都不栽),共栽了多少棵.",19
16,"一个圆形水池周围每隔2米栽一棵杨树,共栽了40棵,水池的周长=多少米.",80
17,"篮球场长28米,宽16米,每隔2米摆一盆花(4个角都要摆).一共要摆多少盆花?",44
18,"在20米的校园小道一边种柳树,每隔4米种一棵,两端都种,一共要种几棵树?",6
19,"同学们到河的一边种树,河岸长64米,每隔4米种一棵树,两端都不种,共需要多少棵树?",15
20,"40位小朋友站成人数相等的两列做操,每相邻两位小朋友相隔2米,做操的队伍长多少米.",38
21,"在一个环形跑道上每隔4米插上一面红旗,共插了100面,这个跑道的一周有多少米?",400
22,"一个圆形池塘,它的周长是600米,每隔5米栽种一棵柳树,需要树苗多少株?",120
23,"一辆电车从起点到终点一共要行36千米,如果每隔3千米停靠站一次,那么从起点到终点,一共要停靠多少次.",12
24,"在一条公路的一侧插红旗.每隔5米插一面,且两端都不插,一共需要红旗100面,这条路全长多少米?",505
25,"一次检阅,接受检阅的一列彩车车队共30辆,每辆车长4米,前后两辆车相隔5米.如果车队每秒行驶2米,那么这列车队要通过535米长的检阅场地,需要多少时间?",400
26,"一条马路的一边从头到尾共种了10棵树,每两棵树之间相隔8米,这条马路长多少米?",72
27,"在400米的环形跑道4周每隔5米插一面彩旗,需要多少面彩旗?",80
28,"节日里,要在240米长的城楼上插上彩旗,每隔5米插一面(两端都要插),一共要插多少面?",49
29,"沿着一个周长是800米的鱼塘的一周,每隔20米栽一棵柳树,一共栽多少棵柳树.",40
30,"10位小朋友站成一列做操,每相邻两位小朋友相隔2米,做操的队伍长多少米.",18
31,"在一条长120米的隧道一侧,从头到尾共安装了16盏节能灯(两头都安装),平均每隔多少米安装一盏灯?",8
32,"在路的一侧从头至尾栽树,每隔9米栽一棵,共栽了100棵,这条路有多长?",891
33,"在环形湖路上每隔10米放置1个垃圾桶,共放了30个.环湖长多少米?",300
34,"在40米长的人行道一侧栽树,每隔5米栽一棵,两头都栽,一共可以栽多少棵树?",9
35,"在相距200米的两个凉亭之间栽树,每隔25米栽一棵,能栽几棵树?",7
36,"4(1)班学生在全长100米的跑道上每隔10米摆一盆花(两端要摆),一共需要多少盆花.",11
37,"元旦即将来临,学校准备在教学大楼的顶部前沿从头到尾每隔5米插上一面彩旗,测得大楼的顶部前沿长50米.学校需要买多少面彩旗?",11
38,"一条路上每隔10米有一根电线杆,连两端一共有24根,这条路有多少米长.",230
39,"甲每小时行11千米,乙每小时行13千米,甲从南庄向南行,同时乙从北庄向北行.经过3小时后,两人相隔80千米.南北两庄相距多少千米?",8
40,"一个圆形水池周长为180米,若沿着水池周围种上柳树,每隔6米栽一棵,一共栽几棵?",30
41,"学校有一条长60米的小道,计划在道路一侧种树.每隔3米栽一棵,如果两端都各栽一棵树,那么共需栽多少棵树苗.",21
42,"校门口两侧种树苗,原打算两侧都种7棵,每隔4米种一棵,实际两侧都种了9棵,每两棵树间的距离=?",3
43,"园林工人沿公路一侧植树,每隔6米种一棵,一共种100棵,从第l棵到最后一棵的距离=多少米.",594
44,"在一根绳子上每隔2米挂一个灯笼起点和终点都不挂,一共挂了12个灯笼,这根绳子长多少米?",26
45,"运动会长跑比赛,8人站在14米长的白线上,如果每两人之间的距离相等,请问两人之间的间隔=多少米?",2
46,"6个同学排成一排做操,每两个同学之间相隔2米,队伍一共长多少米.",10
47,"有一条长1600米的公路,在公路一侧从头到尾每隔20米安装一盏路灯,一共要准备多少盏路灯?",81
48,"池塘的4周栽了一圈树,每两棵树相隔4米,甲、乙两人同时从同一棵树出发,反向而行,相遇时甲走了46米,乙走了54米,则这圈树共有多少棵.",25
49,"在一条公路一边从头至尾每隔6米架设一根电线杆,共用51根.这条公路全长多少米?",300
50,"在一次检阅中,接受检阅的一列彩车车队共30辆,每辆车长4米,前后每辆车相隔5米.这列车队共排列多长?",265
51,"在一个圆形水池的4周种树,每隔3米种一棵,一共种了20棵,这个水池的周长=多少米.",60
52,"在学校门口一条长180米的林荫路的一侧栽一行树,起点和终点都栽.如果每两棵树之间相隔3米,至少需要多少棵树苗?",61
53,"在学校林荫道一侧插彩旗,每隔5米插一面,从一端到另一端一共插了8面,这条林荫道长多少米?",35
54,"一个圆形池塘,它的周长是150米,每隔3米栽种一棵树.共需树苗多少株.",50
55,"华华过生日,买了一个周长为48厘米的圆形蛋糕,在它的4周每隔4厘米插上一根小蜡烛.共插了多少根蜡烛.",12
56,"在马路一侧,从头到尾每隔7米种一棵树,一共种了20棵树,这条马路有多长?",133
57,"崂山举行登山大赛,组委会在长达845米的山路中,每隔65米设置一个服务站(起点和终点不设).共设多少个服务站?",12
58,"一条路长3000米,在它的一边栽树(两头都栽),每隔50米栽一棵,共栽多少棵?",61
59,"在45米长的跑道上,每隔5米插一面红旗,从头到尾共插了多少面红旗.",10
60,"公交车站起点站每隔5分钟开出一辆汽车,当开出第9辆车时,一共经过了多少分钟.",40
61,"从运动场一端到另一端全长96米,从一端到另一端每隔4米插一面小红旗,一共要插多少面小红旗.",25
62,"校运会期间,在周长400米的环形跑道上,每隔8米插一面红旗,然后在相邻两面红旗之间每隔2米插一面黄旗,则共插黄旗多少面.",150
63,"在一条路的一边每隔40米有一棵树,首尾都栽共有121棵树.在同样长的公路上准备栽51棵树,每相邻两棵树的距离=?",96
64,"公园里有一条长120米的石子路,计划在路的一边每隔6米栽一棵树(两端都要栽),共需多少棵树.",21
65,"在一条长48米的马路一旁每隔6米栽一棵杨树,两头都栽,可以栽多少棵.",9
66,"9个小朋友站成一圈做游戏,每两人之间相隔2米,你知道这一圈共多少米?",18
67,"在一段公路的一边种树,先在起点种一棵,以后每隔3米种一棵,一共种了234棵.这段公路长多少米?",699
68,"两棵大树相距20米,要在这两棵大树之间每隔2米栽一棵月季花,一共要载多少棵月季花.",9
69,"一条长100米的道路一旁每隔4米插一面小旗,一共要插多少面小旗.",26
70,"城关小学在一条大路的一边从头至尾栽树28棵,每隔6米栽一棵,这条路长多少米.",162
71,重阳节市体委组织登山比赛.在长达845米的山路中.每隔65米设一个服务站(起点和终点不设).共设多少个服务站?,12
72,"两座楼之间相距48米,每隔6米栽一棵雪松,两座楼房之间一共能栽多少棵?",7
73,"一个正方形鱼池,在它的周围每隔6米插一根柱子,一共插了10根,这个鱼池的周长=多少米.",60
74,"人民路两旁从头到尾各安装了51盏灯,每相邻两盏间隔10米,这条路全长多少米.",500
75,"一个圆形跑道长300米,沿道路每隔6米栽一棵树,跑道周围共栽了多少棵树.",50
76,"一条公路长1800米,从起点到终点,每隔30米安装一根电线杆,共需要安装电线杆多少根?",61
77,"在一条公路的两侧种树,每隔10米种一棵,公路一侧一共种了25棵树(头尾都种).这条公路长多少米?",240
78,"一条路长200米,在路的一旁从头至尾每隔5米植一棵树,一共要植多少棵?",41
79,"胜利街的一边有20盏路灯(两头不装),每两盏灯之间相隔10米.胜利街全长=多少米?",210
80,"在道路的一侧植树,每隔5米植一棵,从起点到终点共植10棵,这条路有多少米.",45
81,"小新过生日,买了一个正方形蛋糕,周长是48厘米,在蛋糕的边上每隔4厘米插一根蜡烛,共需多少根蜡烛.",12
82,"一个圆形花圃周长36米,每隔3米放一盆花,一共放了多少盆花?",12
83,"在相距100米的两楼之间栽上桂花树,每隔5米栽一棵,一共要栽多少棵.",19
84,"节日里,要在120米长的城楼上插彩旗,每隔5米插一面.两头都要插,一共要插多少面.",25
85,"同学们在全长120米的小路一边植树,每隔4米栽一棵(两端都要栽).一共要多少棵树?",31
86,"小明家门口到公路边有一条长60米,小明要在小路一旁每隔3米栽一棵树,计划家门口不栽,一共要栽多少棵树?",20
87,"为庆祝7•一,4(一)班同学准备把教室装扮一下.他们要在教室的两边每隔1米挂一个灯笼(两端也要挂),班长量出教室长8米.他们共需买几个灯笼?",9
88,"一个圆形养鱼池的周长是500米,在4周每隔5米栽一棵柳树,共需栽柳树多少棵.",100
89,"在一块直径为40米的圆形操场周围栽树,每隔6.28米栽一棵,一共可栽多少棵?",20
90,"在一个周长900米的湖边栽树,每隔9米载一棵,可栽树多少棵?",100
91,"一个游泳池的周长为300米,沿池边每隔10米放一把椅子,一共可以放多少把椅子.",30
92,"在学校的前面有一条公路,在一旁每隔2米植一棵树,从起点到终点一共植了22棵树,这条公路长多少米?",42
93,"某公园准备在路的一边每隔8米,栽一颗银杏树,栽了29棵,你知道这条路有多少米.",224
94,"从学校校门到教学楼的校道长42米,计划在两旁从起点每隔2米摆一盆花,一共要准备多少盆花.",44
95,"一条大堤长1200米,从头到尾每隔4米栽一棵垂柳,可栽多少棵垂柳?",301
96,"小巧用8颗围棋子放在桌子上排成一行,每两颗围棋子之间都相隔5厘米,从第一颗围棋子到最后一颗之间一共相隔多少厘米.",35
